City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
445,Dingtao,CN,35.0683,115.5625,51.26,49,0,2.8,clear sky
446,Valdez,EC,1.2492,-78.9831,80.38,81,76,8.99,light rain
447,Kulhudhuffushi,MV,6.6221,73.07,82.65,71,2,4.41,clear sky
448,Yerofey Pavlovich,RU,53.9667,121.9667,37.15,70,100,9.91,overcast clouds
449,Abu Kamal,SY,34.4506,40.9171,70.97,18,33,9.53,scattered clouds
450,Barra Patuca,HN,15.8,-84.2833,79.5,75,5,12.73,clear sky
451,Solano,US,38.2333,-121.9511,82.72,24,0,10.36,clear sky
452,Orebro,SE,59.2741,15.2066,30.92,50,53,4.61,broken clouds
453,Abu Samrah,SY,35.3029,37.1841,63.79,36,49,7.07,scattered clouds
454,Mbaiki,CF,3.8678,17.9892,73.49,77,99,3.76,overcast clouds
455,Matara,LK,5.9485,80.5353,76.08,88,36,1.7,scattered clouds
456,Bellary,IN,15.15,76.9333,80.37,40,24,2.57,few clouds
457,Diamantina,BR,-18.2494,-43.6003,62.55,68,30,4.36,scattered clouds
458,Asosa,ET,10.0667,34.5333,76.15,18,92,1.16,overcast clouds
459,Victor Harbor,AU,-35.5667,138.6167,63.5,65,35,7.43,scattered clouds
460,Ust-Nera,RU,64.5667,143.2,4.84,91,100,0.63,overcast clouds
461,Lata,PT,40.1629,-8.3327,43.92,58,75,4.29,broken clouds
462,Garhshankar,IN,31.2167,76.1333,69.17,17,0,4.85,clear sky
463,Fenoarivo,MG,-18.933,47.4354,57.27,100,20,3.44,few clouds
464,Mandurah,AU,-32.55,115.7,74.91,73,26,4.03,scattered clouds
465,Lauf,DE,48.65,8.1333,34.05,93,40,4.61,scattered clouds
466,Semporna,MY,4.4818,118.6112,79.36,86,97,9.22,light rain
467,Sawtell,AU,-30.3833,153.1,78.82,50,97,4.61,overcast clouds
468,Polunochnoye,RU,60.8697,60.4153,10.94,97,99,1.52,overcast clouds
469,Ingham,US,42.6,-84.3833,40.1,83,100,3.44,moderate rain
470,Ahipara,NZ,-35.1667,173.1667,70.38,71,100,1.3,overcast clouds
471,Komsomolskiy,UZ,40.4272,71.7189,56.12,62,0,6.91,clear sky
472,Bereda,ES,43.2686,-7.5406,28.15,99,5,2.51,clear sky
473,Stromness,GB,58.965,-3.296,39.87,81,94,10.0,overcast clouds
474,Misawa,JP,40.6836,141.3597,43.92,45,0,1.39,clear sky
475,Hukuntsi,BW,-24.0,21.75,70.07,69,35,12.57,scattered clouds
476,Mae Ramat,TH,16.984,98.5166,71.92,83,100,4.79,overcast clouds
477,Kisangani,CD,0.5167,25.2,69.3,100,100,0.96,light rain
478,Moose Factory,CA,51.2585,-80.6094,33.8,69,75,5.75,broken clouds
479,Awjilah,LY,29.1081,21.2869,74.41,13,100,7.2,overcast clouds
480,Kropotkin,RU,45.4375,40.5756,52.72,61,94,7.2,overcast clouds
481,Lubango,AO,-14.9172,13.4925,60.04,97,99,3.78,light rain
482,Zhezkazgan,KZ,47.8043,67.7144,43.93,54,99,3.78,overcast clouds
483,Quelimane,MZ,-17.8786,36.8883,71.98,95,0,4.0,clear sky
484,Ramsar,IR,36.9226,50.6426,53.04,87,0,2.3,clear sky
485,Tumaco,CO,1.7986,-78.8156,79.3,82,57,6.46,broken clouds
486,Beyneu,KZ,45.3167,55.2,56.62,45,64,15.14,broken clouds
487,Gazojak,TM,41.1875,61.4036,60.93,31,100,11.36,overcast clouds
488,Sulangan,PH,11.1373,123.7228,80.87,77,99,18.5,overcast clouds
489,Half Moon Bay,US,37.4636,-122.4286,79.45,56,0,21.85,haze
490,Waingapu,ID,-9.6567,120.2641,79.74,77,12,2.68,few clouds
491,Koungou,YT,-12.7336,45.2042,80.31,83,0,6.91,clear sky
492,Genhe,CN,50.7833,121.5167,32.4,62,63,4.61,broken clouds
493,Inverness,GB,57.4791,-4.224,37.98,79,75,6.91,broken clouds
494,Verkhnyaya Toyma,RU,62.2349,44.9985,15.94,92,65,5.93,broken clouds
495,Meshchovsk,RU,54.3244,35.2808,28.94,96,100,15.59,light snow
496,Ilhabela,BR,-23.7781,-45.3581,73.98,91,98,7.96,overcast clouds
497,Sistranda,NO,63.7256,8.834,33.76,77,100,21.18,light snow
498,Tynda,RU,55.1667,124.7167,29.07,89,100,2.08,overcast clouds
499,Mananjary,MG,-21.2167,48.3333,70.54,94,31,8.28,light rain
500,Orje,NO,59.4802,11.6602,31.14,73,81,2.19,broken clouds
501,Faya,SA,18.3851,42.4509,59.52,28,0,4.79,clear sky
502,Marsh Harbour,BS,26.5412,-77.0636,76.73,83,47,12.1,scattered clouds
503,Saurimo,AO,-9.6608,20.3916,64.4,98,90,3.83,overcast clouds
504,Port Augusta,AU,-32.5,137.7667,68.92,37,70,2.62,broken clouds
505,Chandbali,IN,20.7833,86.7667,76.37,96,21,9.1,few clouds
506,Lavrentiya,RU,65.5833,-171.0,13.05,64,0,14.03,clear sky
507,Sorland,NO,67.667,12.6934,33.85,58,100,26.8,light snow
508,Boende,CD,-0.2167,20.8667,68.56,98,100,2.66,light rain
509,Carballo,ES,43.213,-8.691,46.0,75,18,5.53,few clouds
510,Dudinka,RU,69.4058,86.1778,4.62,98,100,5.66,overcast clouds
511,Big Spring,US,32.2504,-101.4787,79.25,12,0,8.05,clear sky
512,Isangel,VU,-19.55,169.2667,84.31,70,100,9.22,overcast clouds
513,Provost,CA,52.3501,-110.2683,50.45,48,100,5.19,overcast clouds
514,Rio Grande,BR,-32.035,-52.0986,66.94,70,39,17.69,scattered clouds
515,Mackay,AU,-21.15,149.2,83.68,89,75,12.66,broken clouds
516,Campbell River,CA,50.0163,-125.2446,49.53,81,100,13.8,overcast clouds
517,Ulundi,ZA,-28.3352,31.4162,67.59,97,77,2.64,broken clouds
518,Coihaique,CL,-45.5752,-72.0662,41.61,93,40,2.3,scattered clouds
519,Mogadouro,PT,41.3403,-6.7119,32.54,60,51,6.96,broken clouds
520,Udachnyy,RU,66.4167,112.4,10.45,100,100,2.37,light snow
521,Tikaitnagar,IN,26.95,81.5833,72.7,23,0,5.61,clear sky
522,Jamtara,IN,23.95,86.8,75.92,93,0,4.09,clear sky
523,Leningradskiy,RU,69.3833,178.4167,-3.48,93,100,12.48,overcast clouds
524,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.71,79,28,6.17,scattered clouds
525,Houma,US,29.5958,-90.7195,71.02,62,0,8.05,clear sky
526,Skara,SE,58.3866,13.4384,29.43,80,55,3.0,broken clouds
527,Nipawin,CA,53.3668,-104.0009,26.64,80,0,0.0,clear sky
528,Bismarck,US,46.8083,-100.7837,53.44,32,0,5.75,clear sky
529,Naryan-Mar,RU,67.6713,53.087,-2.27,100,81,5.7,broken clouds
530,Mirador,BR,-6.3708,-44.3631,73.29,96,76,2.19,broken clouds
531,Muroto,JP,33.2833,134.15,54.63,61,100,12.75,overcast clouds
532,Eydhafushi,MV,5.1033,73.0708,82.65,69,36,3.38,scattered clouds
533,Onega,RU,63.9061,38.1404,7.52,98,79,4.21,broken clouds
534,Eyl,SO,7.9803,49.8164,77.34,82,34,6.98,scattered clouds
535,Wum,CM,6.3833,10.0667,71.31,57,60,4.07,broken clouds
536,Damietta,EG,31.4165,31.8133,63.36,75,100,8.25,overcast clouds
537,Mandalgovi,MN,45.7625,106.2708,37.9,19,42,8.34,scattered clouds
538,Muravlenko,RU,63.7898,74.523,0.41,99,75,7.7,broken clouds
539,Fort Nelson,CA,58.8053,-122.7002,27.99,54,20,6.91,few clouds
540,Luanda,AO,-8.8368,13.2343,78.8,89,20,4.61,few clouds
541,Tahe,CN,52.3333,124.7333,43.25,55,100,11.18,overcast clouds
542,Tecoanapa,MX,16.5167,-98.75,81.0,58,98,10.02,overcast clouds
543,Chokurdakh,RU,70.6333,147.9167,1.08,92,98,4.74,overcast clouds
544,Mill Valley,US,37.906,-122.545,80.64,60,77,8.12,broken clouds
545,Mbandaka,CD,0.0487,18.2603,70.34,95,100,3.09,overcast clouds
546,Xinyu,CN,27.8043,114.9334,55.11,73,0,1.25,clear sky
547,Pandan,PH,14.0453,124.1694,81.45,66,77,11.21,broken clouds
548,Pringsewu,ID,-5.3582,104.9744,74.19,95,74,2.19,broken clouds
549,Gemona,IT,46.2794,13.1431,41.58,86,100,6.17,overcast clouds
550,Yakeshi,CN,49.2833,120.7333,28.96,67,3,4.21,clear sky
551,San Carlos De Bariloche,AR,-41.1456,-71.3082,42.55,65,40,21.85,light rain
552,Bubaque,GW,11.2833,-15.8333,74.64,70,56,19.04,broken clouds
553,Vestmannaeyjar,IS,63.4427,-20.2734,45.68,98,100,7.05,light rain
554,Turukhansk,RU,65.8167,87.9833,-4.79,100,92,4.52,overcast clouds
555,Eureka,US,40.8021,-124.1637,67.68,71,7,10.0,clear sky
556,Bonavista,CA,48.6499,-53.1147,34.09,79,99,23.53,overcast clouds
557,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.38,97,27,1.45,scattered clouds
558,Pathein,MM,16.7833,94.7333,76.82,87,98,3.69,overcast clouds
559,Toba,JP,34.4833,136.85,50.0,95,100,15.88,moderate rain
560,Vestmanna,FO,62.1564,-7.1664,43.72,87,75,19.57,broken clouds
561,Pokhara,NP,28.2333,83.9833,66.11,77,45,3.02,scattered clouds
562,Mareeba,AU,-17.0,145.4333,84.49,63,70,2.93,broken clouds
563,Wanparti,IN,16.3667,78.0667,79.47,44,6,4.59,clear sky
564,Itaituba,BR,-4.2761,-55.9836,74.59,98,51,0.76,broken clouds
565,Asyut,EG,27.181,31.1837,77.45,8,91,5.1,overcast clouds
566,Pathardi,IN,19.1667,75.1833,78.44,27,90,6.13,overcast clouds
567,Hervey Bay,AU,-25.2986,152.8535,82.02,68,1,3.0,clear sky
568,Zhigansk,RU,66.7697,123.3711,7.95,97,100,6.51,overcast clouds
569,Kenai,US,60.5544,-151.2583,47.03,53,75,5.75,broken clouds
570,Tautira,PF,-17.7333,-149.15,82.0,79,100,11.61,light rain
571,Saint-Alexandre,FR,44.2278,4.6214,38.39,67,100,15.21,overcast clouds
572,Tromso,NO,69.6496,18.957,25.38,86,99,0.0,overcast clouds
573,Anchorage,US,61.2181,-149.9003,45.64,51,40,13.0,scattered clouds
574,Birao,CF,10.2849,22.7882,80.19,14,80,4.99,broken clouds
575,Macusani,PE,-14.0833,-70.4333,38.8,84,89,4.9,overcast clouds
576,Bontang,ID,0.1333,117.5,73.9,92,100,8.48,overcast clouds
577,San Policarpo,PH,12.1791,125.5072,80.94,78,48,12.5,scattered clouds
578,Fairmount,US,43.0473,-76.2385,39.72,58,100,4.0,overcast clouds
579,Tukrah,LY,32.5341,20.5791,62.73,40,33,5.12,scattered clouds
580,Vrangel,RU,42.7297,133.0839,39.9,81,0,3.29,clear sky
581,Aswan,EG,24.0934,32.907,81.07,18,76,6.26,broken clouds
582,Kudahuvadhoo,MV,2.6708,72.8944,82.53,68,31,3.36,scattered clouds
583,Port Macquarie,AU,-31.4333,152.9167,73.89,48,87,5.32,overcast clouds
584,Mirnyy,RU,62.5353,113.9611,6.24,77,88,7.0,overcast clouds
585,Velikooktyabrskiy,RU,57.4333,33.8159,22.8,90,100,9.95,overcast clouds
586,Nouakchott,MR,18.0858,-15.9785,62.53,85,28,13.91,scattered clouds
587,Christchurch,NZ,-43.5333,172.6333,70.41,75,78,8.05,broken clouds
588,Kaura Namoda,NG,12.5898,6.5779,83.34,8,80,5.17,broken clouds
589,Sola,VU,-13.8833,167.55,75.87,100,100,0.0,light intensity shower rain
590,Bhairab Bazar,BD,24.0667,90.9667,77.11,91,10,5.88,clear sky
591,Nikel,RU,69.4128,30.222,17.78,93,100,4.83,overcast clouds
592,Hofn,IS,64.2539,-15.2082,42.21,75,100,3.11,moderate rain
593,Esmeralda,CU,21.8525,-78.1169,78.84,71,36,6.49,scattered clouds
594,Lodja,CD,-3.4833,23.4333,67.78,100,100,1.23,overcast clouds
595,Aleksandrow Kujawski,PL,52.8766,18.6935,30.47,75,93,11.25,overcast clouds
596,Amalner,IN,21.05,75.0667,79.92,42,72,9.95,broken clouds
597,Ocala,US,29.1872,-82.1401,63.99,98,100,0.0,overcast clouds
598,Nurota,UZ,40.5614,65.6886,57.15,41,0,8.81,clear sky
599,Katete,UG,-0.7818,29.7544,62.8,76,84,2.93,broken clouds
600,Ayan,RU,56.45,138.1667,28.6,73,87,6.49,overcast clouds
601,Nhlangano,SZ,-27.1167,31.2,59.54,98,28,3.58,light rain
602,Haines Junction,CA,60.7522,-137.5108,42.75,36,99,5.75,overcast clouds
603,Hualmay,PE,-11.0964,-77.6139,69.51,84,80,10.22,broken clouds
604,Richards Bay,ZA,-28.783,32.0377,70.9,97,67,2.42,light rain
605,Micheweni,TZ,-4.9667,39.8333,80.94,76,68,5.48,broken clouds
606,Juegang,CN,32.3174,121.1855,52.99,57,0,3.69,clear sky
607,Yangjiang,CN,21.85,111.9667,59.14,67,74,7.63,broken clouds
608,Alta Floresta,BR,-9.8756,-56.0861,72.01,96,16,0.96,few clouds
609,Kochubey,RU,44.3861,46.5825,50.25,68,74,6.29,broken clouds
610,Vostok,RU,46.4856,135.8833,36.43,72,12,7.29,few clouds
611,Egvekinot,RU,66.3167,-179.1667,-2.54,81,19,15.1,few clouds
612,Oka,CA,45.4649,-74.0889,41.22,53,66,5.75,broken clouds
613,Malaya Serdoba,RU,52.4661,44.9512,51.26,77,83,16.22,broken clouds
614,Kirakira,SB,-10.4544,161.9205,82.78,78,93,7.05,overcast clouds
615,Champerico,GT,14.3,-91.9167,88.34,67,2,11.05,clear sky
616,Sterling,US,39.0062,-77.4286,53.22,47,100,4.61,overcast clouds
617,Kita,ML,13.0349,-9.4895,89.69,11,76,4.61,broken clouds
618,Deputatskiy,RU,69.3,139.9,-6.41,95,100,2.73,overcast clouds
619,Ligayan,PH,4.6533,119.4706,79.5,84,100,18.05,overcast clouds
620,Tshane,BW,-24.0196,21.8684,69.62,66,27,11.23,scattered clouds
621,Cururupu,BR,-1.8283,-44.8683,74.79,97,59,3.06,broken clouds
622,Caico,BR,-6.4583,-37.0978,80.76,65,91,7.54,moderate rain
623,Nova Olimpia,BR,-14.7972,-57.2881,70.77,93,26,0.6,scattered clouds
624,Miranda De Ebro,ES,42.6865,-2.947,37.98,89,28,3.38,light snow
625,Kalyazin,RU,57.2403,37.8433,28.02,96,100,14.67,light snow
626,Pangai,TO,-19.8,-174.35,84.31,70,75,8.05,broken clouds
627,Puerto Del Rosario,ES,28.5004,-13.8627,62.35,63,40,4.61,scattered clouds
628,Kourou,GF,5.1552,-52.6478,80.11,89,99,10.0,overcast clouds
629,Ambilobe,MG,-13.2,49.05,72.05,96,4,1.77,clear sky
630,Santa Marinella,IT,42.0345,11.8536,49.28,93,74,9.62,broken clouds
631,Benjamin Aceval,PY,-24.9667,-57.5667,73.6,89,99,2.06,overcast clouds
632,Ambatofinandrahana,MG,-20.55,46.8,53.87,75,19,2.19,few clouds
633,Okhotsk,RU,59.3833,143.3,14.4,76,35,5.5,scattered clouds
634,Wronki,PL,52.7105,16.3804,30.61,73,66,7.72,broken clouds
635,Iberia,US,29.9502,-91.7507,78.87,46,0,6.91,clear sky
636,Galle,LK,6.0367,80.217,77.94,81,23,0.76,few clouds
637,Ossora,RU,59.2353,163.0719,26.35,92,100,11.63,light snow
638,Marienburg,PL,54.0359,19.0266,34.12,74,37,7.92,scattered clouds
639,Kavaratti,IN,10.5669,72.642,82.09,71,9,3.51,clear sky
640,Vila,PT,42.0304,-8.1588,34.68,76,0,5.82,clear sky
641,Kokoda,PG,-8.8785,147.7407,85.39,65,88,1.9,overcast clouds
642,Corowa,AU,-36.0333,146.3833,62.78,74,100,5.99,overcast clouds
643,Port Hedland,AU,-20.3167,118.5667,86.05,62,55,11.5,broken clouds
644,Santa Ana,US,33.7456,-117.8678,69.64,75,100,9.22,overcast clouds
645,Oranjemund,NA,-28.55,16.4333,56.37,95,5,0.69,clear sky
646,Emba,KZ,48.8264,58.1442,39.99,81,100,8.81,overcast clouds
647,La Orilla,MX,17.9833,-102.2333,78.55,57,52,9.04,broken clouds
648,Agadir,MA,30.4202,-9.5982,63.05,87,66,5.55,broken clouds
649,Kholtoson,RU,50.2981,103.3097,29.77,61,37,4.34,scattered clouds
650,Tigzirt,DZ,36.8886,4.1198,45.45,59,18,4.88,few clouds
651,Dodge City,US,37.7528,-100.0171,65.7,29,0,13.8,clear sky
652,Bistra,RO,46.3833,23.1,32.9,97,100,7.81,light snow
653,Dakar,SN,14.6937,-17.4441,68.13,88,40,13.8,scattered clouds
654,Praia,CV,14.9215,-23.5087,68.54,77,20,12.66,few clouds
655,Gawler,AU,-34.6,138.7333,72.46,57,22,2.15,few clouds
656,Millbrook,US,32.4799,-86.3619,66.27,57,0,0.0,clear sky
657,Avera,US,33.194,-82.5271,62.11,61,98,4.27,overcast clouds
658,Umm Kaddadah,SD,13.6017,26.6876,78.42,15,23,11.07,few clouds
659,Tambopata,PE,-12.7333,-69.1833,67.06,77,22,2.17,few clouds
660,Socol,RO,44.8608,21.3703,38.17,85,87,7.65,overcast clouds
661,Bairiki,KI,1.3292,172.9752,86.0,74,40,8.05,scattered clouds
662,Diamantino,BR,-14.4086,-56.4461,70.47,94,34,2.82,scattered clouds
663,Bull Savanna,JM,17.8868,-77.5902,75.31,76,73,10.02,broken clouds
664,Saint-Augustin,CA,51.226,-58.6502,32.81,97,100,15.35,snow
665,Mendi,PG,-6.1761,143.6513,65.07,70,99,3.44,overcast clouds
666,Sembe,CG,1.6481,14.5806,71.35,93,99,2.28,overcast clouds
667,Nago,JP,26.5881,127.9761,63.45,86,100,8.21,light rain
