City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
333,Kaitangata,NZ,63.1,scattered clouds,-46.2817,169.8464,Kaitangata Motor Camp
334,Atar,MR,74.01,clear sky,20.5169,-13.0499,Oumou Elghoura
335,Cayenne,GF,80.1,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
336,Quatre Cocos,MU,76.08,moderate rain,-20.2078,57.7625,Sunrise Attitude Hotel
337,Sheridan,US,64.78,few clouds,44.8333,-106.9173,Comfort Inn & Suites
338,Mount Isa,AU,87.57,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
339,Imeni Poliny Osipenko,RU,30.13,overcast clouds,52.4201,136.4853,Yubileynaya
340,Pisco,PE,66.25,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
342,Nuqui,CO,78.6,scattered clouds,5.7125,-77.2708,Hotel Nuquimar
343,Khandbari,NP,65.68,scattered clouds,27.3747,87.2039,Sainik Hotel And Lodge
344,Nome,US,19.47,clear sky,64.5011,-165.4064,Dredge 7 Inn
345,Lima,PE,75.9,few clouds,-12.0432,-77.0282,Hotel Kamana
346,Belgrade,RS,36.34,clear sky,44.804,20.4651,Saruna Wellness - Hotel Park Belgrade
347,Grand Gaube,MU,76.37,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
348,Dinagat,PH,79.57,moderate rain,9.9561,125.5933,Ocean Front Homestay
349,Ribeira Grande,PT,59.99,overcast clouds,38.5167,-28.7,Quinta da Meia Eira
350,Brokopondo,SR,75.81,light rain,4.75,-55.1667,Matu Island
351,Telde,ES,62.82,scattered clouds,27.9924,-15.4192,Hotel Rural Cortijo San Ignacio Golf
352,Patiala,IN,70.05,clear sky,30.3267,76.4003,Hotel Amar and Restaurant
353,Kemin,KG,47.43,clear sky,42.7846,75.6892,Hotel Kok-Oirok
355,Chicama,PE,64.94,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
356,Banda Aceh,ID,79.52,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
357,Hendaye,FR,40.95,light rain,43.3717,-1.7738,Parador de Hondarribia
358,Abong Mbang,CM,70.03,overcast clouds,3.9833,13.1833,Auberge Angle Sur
359,Namibe,AO,70.95,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
360,Minsk,BY,29.95,overcast clouds,53.9,27.5667,Minsk Hotel
361,Virginia Beach,US,49.01,scattered clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
362,Nizhnyaya Omka,RU,33.85,snow,55.4338,74.9426,"Gostinitsa Om', Zhkkh"
363,Longyearbyen,SJ,3.04,few clouds,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
364,Kindia,GN,71.4,overcast clouds,10.0569,-12.8658,LES EAUX DE KILISSI
365,Sakakah,SA,71.17,overcast clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
368,Sitamau,IN,79.07,clear sky,24.0167,75.35,Chaska Hatal
369,Mnogovershinnyy,RU,28.2,broken clouds,53.9353,139.9242,Obshchezhitiye 14
370,Xining,CN,38.59,broken clouds,36.6167,101.7667,Super Leisure Hotel
371,Puerto Escondido,MX,83.23,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
372,Chum Phae,TH,64.51,overcast clouds,16.5443,102.0992,Major Grand
373,Derbent,RU,59.59,scattered clouds,42.0678,48.2899,Elit
374,Januaria,BR,72.1,light rain,-15.4833,-44.3667,Hotel Paraguassu
375,Paciran,ID,79.3,overcast clouds,-6.8767,112.3761,Tanjung Kodok Beach Resort
376,Mansoa,GW,71.8,broken clouds,12.0733,-15.3189,Hotel Uaque
377,Ucluelet,CA,48.09,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
378,Panama City,PA,84.16,scattered clouds,8.9936,-79.5197,Trump International Hotel & Tower Panama
379,Shatsk,RU,37.36,overcast clouds,54.0258,41.7119,Turist
380,Codrington,AU,62.47,broken clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
381,Qaqortoq,GL,35.65,overcast clouds,60.7167,-46.0333,Siniffik Inn
383,Devils Lake,US,33.91,clear sky,48.1128,-98.8651,"Holiday Inn Express Devils Lake, an IHG Hotel"
384,Coihueco,CL,59.31,broken clouds,-36.6167,-71.8333,Frutillares Centro Coihueco
386,Xuddur,SO,75.92,overcast clouds,4.1213,43.8894,Banjanay Hotel
387,Curuca,BR,75.06,overcast clouds,-0.7289,-47.8481,Hotel Curuça
388,Kirkenaer,NO,29.57,overcast clouds,60.4564,12.0582,Skaslien Gjestgiveri
389,Snezhnogorsk,RU,13.78,overcast clouds,69.1933,33.2531,Severnoye Siyaniye
390,Hobyo,SO,80.33,few clouds,5.3505,48.5268,Iftin hotel hobyo
391,Puerto Ayora,EC,78.55,scattered clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
392,Puri,IN,81.12,few clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
394,Ixtapa,MX,74.43,clear sky,20.7,-105.2,hotel la terminal
395,Rawson,AR,70.09,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
396,Betafo,MG,54.7,clear sky,-19.8333,46.85,CHEZ MALALA
397,Srandakan,ID,78.26,broken clouds,-7.9386,110.2506,Puri Brata
398,Penzance,GB,34.48,broken clouds,50.1186,-5.5371,Artist Residence Penzance
399,Lakhdenpokhya,RU,15.17,few clouds,61.5198,30.1992,Rauhala Place
400,Esperance,AU,72.27,scattered clouds,-33.8667,121.9,Hospitality Esperance
401,Oktyabrskiy,RU,35.74,overcast clouds,54.4815,53.471,Гостиница Октябрьская
402,Sao Joao Da Barra,BR,78.89,few clouds,-21.6403,-41.0511,Pousada Porto De Canoas
404,Mahibadhoo,MV,82.62,few clouds,3.7833,72.9667,Omadhoo Inn
405,Rovaniemi,FI,18.81,broken clouds,66.5,25.7167,Arctic City Hotel
406,Sinnamary,GF,77.81,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
407,Gombe,NG,83.97,overcast clouds,10.2897,11.1673,Custodian Hotel Gombe
408,Itirucu,BR,63.37,few clouds,-13.5317,-40.1503,Casa Amarela
409,Mehamn,NO,27.05,overcast clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
410,Muana,BR,76.03,light rain,-1.5283,-49.2167,Pousada Bella do Marajó
411,Wajima,JP,50.68,few clouds,37.4,136.9,Wajiima Onsen Yashio
412,Bourail,NC,86.0,overcast clouds,-21.5667,165.4833,Motel Allamanda
413,Hambantota,LK,77.95,few clouds,6.1241,81.1185,Bungalow 63
414,Bay Roberts,CA,37.33,overcast clouds,47.5999,-53.2648,Stonewall Inn
416,Yeniseysk,RU,8.73,broken clouds,58.4497,92.1703,"""Domino"""
417,Ritchie,ZA,60.01,scattered clouds,-29.038,24.6028,Riverside Country Club Modderrivier
418,Chumikan,RU,33.93,overcast clouds,54.7183,135.315,Fortuna
419,Bologoye,RU,23.07,overcast clouds,57.8799,34.1068,Bologoye
420,Sisimiut,GL,26.31,overcast clouds,66.9395,-53.6735,Hotel Sisimiut
421,Buin,CL,71.87,clear sky,-33.7333,-70.75,Paihuen
423,Sitio Novo Do Tocantins,BR,74.01,moderate rain,-5.5183,-47.4611,Imperial Hotel
424,Dunedin,NZ,62.98,broken clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
425,Cockburn Town,TC,76.96,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
426,Comodoro Rivadavia,AR,58.86,clear sky,-45.8667,-67.5,Austral Hotel
427,Coahuayana,MX,78.37,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
428,Mahajanga,MG,73.42,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
429,Lamu,KE,82.62,overcast clouds,-2.2717,40.902,Lamu House
430,Claresholm,CA,45.64,overcast clouds,50.0333,-113.5852,Bluebird Motel
431,Wanxian,CN,58.41,clear sky,30.8039,108.3897,7Days Inn Chongqing Shiqiaopu
432,Port Hardy,CA,46.58,broken clouds,50.6996,-127.4199,Airport Inn-Port Hardy
433,Zell Am See,AT,29.91,light snow,47.3256,12.7944,Hotel Berner Zell am See
434,Banfora,BF,83.39,overcast clouds,10.6333,-4.7667,Residences David Hebié
435,Longyan,CN,53.2,overcast clouds,25.1072,117.0225,Jinjiang Inn Longyan Zhongshan Road Pedestrian Street
436,Trinidad,BO,67.77,clear sky,-14.8333,-64.9,Hotel Piesta
437,Puerto Pailas,BO,72.52,clear sky,-17.667,-62.7909,Mary luz
438,Tobol,KZ,35.08,overcast clouds,52.6844,62.5794,Tobol Gostinitsa
439,Santiago Del Estero,AR,63.48,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
440,Malanje,AO,64.58,light rain,-9.5402,16.341,Hotel Ginga
441,Kaeo,NZ,78.33,overcast clouds,-35.1,173.7833,Bushido Lodge
443,Tateyama,JP,49.1,light rain,34.9833,139.8667,Tateyama Seaside Hotel
444,Vryburg,ZA,61.32,light rain,-26.9566,24.7284,The Times Premier Lodge
445,Dingtao,CN,51.26,clear sky,35.0683,115.5625,VX Heze Dingtao District Taoyi Road Hotel
446,Valdez,EC,80.38,light rain,1.2492,-78.9831,Casa Alquiler Doña Yenner y Don Wacho
447,Kulhudhuffushi,MV,82.65,clear sky,6.6221,73.07,Haajy Guest House 1
448,Yerofey Pavlovich,RU,37.15,overcast clouds,53.9667,121.9667,lounges and warm parking
449,Abu Kamal,SY,70.97,scattered clouds,34.4506,40.9171,محطة التلفاز
451,Solano,US,82.72,clear sky,38.2333,-121.9511,Westwind Inn
452,Orebro,SE,30.92,broken clouds,59.2741,15.2066,Clarion Hotel Örebro
454,Mbaiki,CF,73.49,overcast clouds,3.8678,17.9892,Motel MBM
455,Matara,LK,76.08,scattered clouds,5.9485,80.5353,Amaloh Boutique Resort
456,Bellary,IN,80.37,few clouds,15.15,76.9333,Hotel Pawan
457,Diamantina,BR,62.55,scattered clouds,-18.2494,-43.6003,POUSADA OURO DE MINAS
458,Asosa,ET,76.15,overcast clouds,10.0667,34.5333,Blendana Hotel Assosa
459,Victor Harbor,AU,63.5,scattered clouds,-35.5667,138.6167,McCracken Country Club
460,Ust-Nera,RU,4.84,overcast clouds,64.5667,143.2,Hotel Ust-Nera
461,Lata,PT,43.92,broken clouds,40.1629,-8.3327,Casa Maquia
462,Garhshankar,IN,69.17,clear sky,31.2167,76.1333,The Oasis Hotel
463,Fenoarivo,MG,57.27,few clouds,-18.933,47.4354,Skyfol Ambodiafontsy
464,Mandurah,AU,74.91,scattered clouds,-32.55,115.7,Atrium Hotel Mandurah
465,Lauf,DE,34.05,scattered clouds,48.65,8.1333,Hotel Burg Windeck Bühl
466,Semporna,MY,79.36,light rain,4.4818,118.6112,"Han Palace Hotel, Semporna, Sabah."
467,Sawtell,AU,78.82,overcast clouds,-30.3833,153.1,The Bungalow Sawtell
469,Ingham,US,40.1,moderate rain,42.6,-84.3833,Sunset Mobile Home Park
470,Ahipara,NZ,70.38,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
471,Komsomolskiy,UZ,56.12,clear sky,40.4272,71.7189,Ikathouse
472,Bereda,ES,28.15,clear sky,43.2686,-7.5406,Pazo de Verdes
473,Stromness,GB,39.87,overcast clouds,58.965,-3.296,The Old Smokery
474,Misawa,JP,43.92,clear sky,40.6836,141.3597,Hoshino Resorts Aomoriya
475,Hukuntsi,BW,70.07,scattered clouds,-24.0,21.75,Entabeni Hotel
476,Mae Ramat,TH,71.92,overcast clouds,16.984,98.5166,บ้านโฮ่งโฮมสเตย์ แม่ระมาด ตาก
477,Kisangani,CD,69.3,light rain,0.5167,25.2,Grand Ramela Hotel
478,Moose Factory,CA,33.8,broken clouds,51.2585,-80.6094,Moosonee Lilypad
479,Awjilah,LY,74.41,overcast clouds,29.1081,21.2869,المنزل
480,Kropotkin,RU,52.72,overcast clouds,45.4375,40.5756,Hotel Europe Kropotkin
481,Lubango,AO,60.04,light rain,-14.9172,13.4925,Hotel Serra da Chela
482,Zhezkazgan,KZ,43.93,overcast clouds,47.8043,67.7144,Hotel Zumrat
483,Quelimane,MZ,71.98,clear sky,-17.8786,36.8883,Hotel Flamingo
484,Ramsar,IR,53.04,clear sky,36.9226,50.6426,Rasa Residential Hotel
485,Tumaco,CO,79.3,broken clouds,1.7986,-78.8156,Unión Victoria
486,Beyneu,KZ,56.62,broken clouds,45.3167,55.2,NUR
487,Gazojak,TM,60.93,overcast clouds,41.1875,61.4036,In gowy adamlaryñ yaśayan oyi
488,Sulangan,PH,80.87,overcast clouds,11.1373,123.7228,Maia's Beach Resort
489,Half Moon Bay,US,79.45,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
490,Waingapu,ID,79.74,few clouds,-9.6567,120.2641,Pondok Wisata Elim
491,Koungou,YT,80.31,clear sky,-12.7336,45.2042,Villa Netibor
492,Genhe,CN,32.4,broken clouds,50.7833,121.5167,Companionship Hotel
493,Inverness,GB,37.98,broken clouds,57.4791,-4.224,Glen Mhor Hotel & Apartments
494,Verkhnyaya Toyma,RU,15.94,broken clouds,62.2349,44.9985,Gostinitsa
495,Meshchovsk,RU,28.94,light snow,54.3244,35.2808,Gaget detox place
496,Ilhabela,BR,73.98,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
497,Sistranda,NO,33.76,light snow,63.7256,8.834,Hotell Frøya
498,Tynda,RU,29.07,overcast clouds,55.1667,124.7167,"Gostinitsa ""Tayezhnaya"""
499,Mananjary,MG,70.54,light rain,-21.2167,48.3333,Vahiny Lodge
500,Orje,NO,31.14,broken clouds,59.4802,11.6602,PARKING AND TOILET
501,Faya,SA,59.52,clear sky,18.3851,42.4509,املاك خالد الشعشوع
502,Marsh Harbour,BS,76.73,scattered clouds,26.5412,-77.0636,Abaco Beach Resort
503,Saurimo,AO,64.4,overcast clouds,-9.6608,20.3916,Hotel Kawissa Saurimo
504,Port Augusta,AU,68.92,broken clouds,-32.5,137.7667,Majestic Oasis Apartments
505,Chandbali,IN,76.37,few clouds,20.7833,86.7667,KABITA HOMES
507,Sorland,NO,33.85,light snow,67.667,12.6934,Sjybrygga fiskecamp
509,Carballo,ES,46.0,few clouds,43.213,-8.691,Pazo do Souto
510,Dudinka,RU,4.62,overcast clouds,69.4058,86.1778,Hotel Viktoria
511,Big Spring,US,79.25,clear sky,32.2504,-101.4787,Hampton Inn & Suites Big Spring
512,Isangel,VU,84.31,overcast clouds,-19.55,169.2667,Tanna Lodge
513,Provost,CA,50.45,overcast clouds,52.3501,-110.2683,Canalta Hotel Provost
514,Rio Grande,BR,66.94,scattered clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
515,Mackay,AU,83.68,broken clouds,-21.15,149.2,International Lodge Motel
516,Campbell River,CA,49.53,overcast clouds,50.0163,-125.2446,Anchor Inn & Suites
517,Ulundi,ZA,67.59,broken clouds,-28.3352,31.4162,Ekhethelo Lodge Ulundi
518,Coihaique,CL,41.61,scattered clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
519,Mogadouro,PT,32.54,broken clouds,41.3403,-6.7119,Pensão Russo
520,Udachnyy,RU,10.45,light snow,66.4167,112.4,Severnoye Siyaniye
521,Tikaitnagar,IN,72.7,clear sky,26.95,81.5833,gaurav ka ghar
522,Jamtara,IN,75.92,clear sky,23.95,86.8,SM LODGE AND ROOMS
524,Sao Jose Da Coroa Grande,BR,78.71,scattered clouds,-8.8978,-35.1478,Crôa Mares Hotel
525,Houma,US,71.02,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
526,Skara,SE,29.43,broken clouds,58.3866,13.4384,Skara Stadshotell
527,Nipawin,CA,26.64,clear sky,53.3668,-104.0009,Tobin Lake Motel
528,Bismarck,US,53.44,clear sky,46.8083,-100.7837,Ramkota Hotel & Conference Center
530,Mirador,BR,73.29,broken clouds,-6.3708,-44.3631,Pousada Restaurante e Pizzaria Povo
531,Muroto,JP,54.63,overcast clouds,33.2833,134.15,Oota Ryokan
532,Eydhafushi,MV,82.65,scattered clouds,5.1033,73.0708,Soneva Fushi
533,Onega,RU,7.52,broken clouds,63.9061,38.1404,Lunny Kot Guest House
534,Eyl,SO,77.34,scattered clouds,7.9803,49.8164,Amiin Hotel
535,Wum,CM,71.31,broken clouds,6.3833,10.0667,Wum Council Hall
536,Damietta,EG,63.36,overcast clouds,31.4165,31.8133,SULIMAN INN
537,Mandalgovi,MN,37.9,scattered clouds,45.7625,106.2708,В.Ганбат
538,Muravlenko,RU,0.41,broken clouds,63.7898,74.523,Hostel Rus Muravlenko
539,Fort Nelson,CA,27.99,few clouds,58.8053,-122.7002,The Fort Nelson Hotel
540,Luanda,AO,78.8,few clouds,-8.8368,13.2343,EPIC SANA Luanda
541,Tahe,CN,43.25,overcast clouds,52.3333,124.7333,塔河宾馆
542,Tecoanapa,MX,81.0,overcast clouds,16.5167,-98.75,Hotel Manglares
544,Mill Valley,US,80.64,broken clouds,37.906,-122.545,Best Western Corte Madera Inn
545,Mbandaka,CD,70.34,overcast clouds,0.0487,18.2603,Guest House Epervier
546,Xinyu,CN,55.11,clear sky,27.8043,114.9334,Xinyu Beihu Hotel
547,Pandan,PH,81.45,broken clouds,14.0453,124.1694,Bonifacio Lodge
548,Pringsewu,ID,74.19,broken clouds,-5.3582,104.9744,Urban Style by Front One
549,Gemona,IT,41.58,overcast clouds,46.2794,13.1431,"Hotel Willy - Taverna, Pizzeria, Ristorante"
550,Yakeshi,CN,28.96,clear sky,49.2833,120.7333,Longhua Hotel
551,San Carlos De Bariloche,AR,42.55,light rain,-41.1456,-71.3082,Hotel Patagonia
552,Bubaque,GW,74.64,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
553,Vestmannaeyjar,IS,45.68,light rain,63.4427,-20.2734,Glamping & Camping
555,Eureka,US,67.68,clear sky,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
556,Bonavista,CA,34.09,overcast clouds,48.6499,-53.1147,Sweet Sharons bnb
557,Sao Felix Do Xingu,BR,73.38,scattered clouds,-6.6447,-51.995,Rio Xingu Camping
558,Pathein,MM,76.82,overcast clouds,16.7833,94.7333,Pathein Hotel
559,Toba,JP,50.0,moderate rain,34.4833,136.85,ホテル アルティア鳥羽
560,Vestmanna,FO,43.72,broken clouds,62.1564,-7.1664,Vestmanna Camping
561,Pokhara,NP,66.11,scattered clouds,28.2333,83.9833,OYO 170 Hotel View Point
562,Mareeba,AU,84.49,broken clouds,-17.0,145.4333,Trinity Plains Tourist Park
563,Wanparti,IN,79.47,clear sky,16.3667,78.0667,Vasanth
564,Itaituba,BR,74.59,broken clouds,-4.2761,-55.9836,Hotel Campos
565,Asyut,EG,77.45,overcast clouds,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
566,Pathardi,IN,78.44,overcast clouds,19.1667,75.1833,श्रुतिमाऊली वेद पाठशाळा
567,Hervey Bay,AU,82.02,clear sky,-25.2986,152.8535,Shelly Bay Resort
568,Zhigansk,RU,7.95,overcast clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
569,Kenai,US,47.03,broken clouds,60.5544,-151.2583,Aspen Extended Stay Suites
570,Tautira,PF,82.0,light rain,-17.7333,-149.15,Pension Oaoa
571,Saint-Alexandre,FR,38.39,overcast clouds,44.2278,4.6214,Hôtel Le Valaurie
572,Tromso,NO,25.38,overcast clouds,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
573,Anchorage,US,45.64,scattered clouds,61.2181,-149.9003,Hotel Captain Cook
575,Macusani,PE,38.8,overcast clouds,-14.0833,-70.4333,"Hospedaje ""Arca de Noe"""
576,Bontang,ID,73.9,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
577,San Policarpo,PH,80.94,scattered clouds,12.1791,125.5072,Agapita M. Nicart
578,Fairmount,US,39.72,overcast clouds,43.0473,-76.2385,Best Western The Inn At The Fairgrounds
579,Tukrah,LY,62.73,scattered clouds,32.5341,20.5791,Lagrota restaurant
580,Vrangel,RU,39.9,clear sky,42.7297,133.0839,"Отель ""БАЛИ"""
581,Aswan,EG,81.07,broken clouds,24.0934,32.907,Nuba Nile
582,Kudahuvadhoo,MV,82.53,scattered clouds,2.6708,72.8944,Niyama Private Islands Maldives
583,Port Macquarie,AU,73.89,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
584,Mirnyy,RU,6.24,overcast clouds,62.5353,113.9611,квартира
586,Nouakchott,MR,62.53,scattered clouds,18.0858,-15.9785,HOTEL IMAN
587,Christchurch,NZ,70.41,broken clouds,-43.5333,172.6333,The George
588,Kaura Namoda,NG,83.34,broken clouds,12.5898,6.5779,Moonlight Hotel
589,Sola,VU,75.87,light intensity shower rain,-13.8833,167.55,Leumerus Bungalows
590,Bhairab Bazar,BD,77.11,clear sky,24.0667,90.9667,RJ Tower Hotel And Resort
591,Nikel,RU,17.78,overcast clouds,69.4128,30.222,Severnoe Siyanie
592,Hofn,IS,42.21,moderate rain,64.2539,-15.2082,Hótel Höfn
593,Esmeralda,CU,78.84,scattered clouds,21.8525,-78.1169,Centro de Pioneros Exploradores
595,Aleksandrow Kujawski,PL,30.47,overcast clouds,52.8766,18.6935,Hotel Restauracja Aquarius
596,Amalner,IN,79.92,broken clouds,21.05,75.0667,Government Rest House
597,Ocala,US,63.99,overcast clouds,29.1872,-82.1401,Golden Palms Inn & Suites
598,Nurota,UZ,57.15,clear sky,40.5614,65.6886,Guest House Ruslan Nurata & Tours
600,Ayan,RU,28.6,overcast clouds,56.45,138.1667,Gostinitsa
601,Nhlangano,SZ,59.54,light rain,-27.1167,31.2,Nhlangano BnB
602,Haines Junction,CA,42.75,overcast clouds,60.7522,-137.5108,Parkside Inn
603,Hualmay,PE,69.51,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
604,Richards Bay,ZA,70.9,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
606,Juegang,CN,52.99,clear sky,32.3174,121.1855,Rudong Y Hotel
607,Yangjiang,CN,59.14,broken clouds,21.85,111.9667,HUALUXE Yangjiang City Center
608,Alta Floresta,BR,72.01,few clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
609,Kochubey,RU,50.25,broken clouds,44.3861,46.5825,Europa
612,Oka,CA,41.22,broken clouds,45.4649,-74.0889,Parc national d'Oka
614,Kirakira,SB,82.78,overcast clouds,-10.4544,161.9205,SanBiz Lodge
615,Champerico,GT,88.34,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
616,Sterling,US,53.22,overcast clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
617,Kita,ML,89.69,broken clouds,13.0349,-9.4895,Hôtel Chat Rouge
621,Cururupu,BR,74.79,broken clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
622,Caico,BR,80.76,moderate rain,-6.4583,-37.0978,Pousada Paraíso do Seridó
623,Nova Olimpia,BR,70.77,scattered clouds,-14.7972,-57.2881,Motel glamour
624,Miranda De Ebro,ES,37.98,light snow,42.6865,-2.947,Hospedería El Convento
625,Kalyazin,RU,28.02,light snow,57.2403,37.8433,Hotel Kalyazin
626,Pangai,TO,84.31,broken clouds,-19.8,-174.35,Ha'apai Beach Resort
627,Puerto Del Rosario,ES,62.35,scattered clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
628,Kourou,GF,80.11,overcast clouds,5.1552,-52.6478,Lodge TAKINI4 Guesthouse KOUROU FGU
629,Ambilobe,MG,72.05,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
630,Santa Marinella,IT,49.28,broken clouds,42.0345,11.8536,"VILLA GREGORACI - b & b, guest houses, Santa Marinella"
631,Benjamin Aceval,PY,73.6,overcast clouds,-24.9667,-57.5667,Escuela Agrícola y Hotel Cerrito
632,Ambatofinandrahana,MG,53.87,few clouds,-20.55,46.8,commune ambatofinandrahana
634,Wronki,PL,30.61,broken clouds,52.7105,16.3804,Hotel Olympic
635,Iberia,US,78.87,clear sky,29.9502,-91.7507,back to back rv park
636,Galle,LK,77.94,few clouds,6.0367,80.217,Amangalla
638,Marienburg,PL,34.12,scattered clouds,54.0359,19.0266,Hotel Centrum Malbork
639,Kavaratti,IN,82.09,clear sky,10.5669,72.642,Hotels in Lakshadweep Islands
640,Vila,PT,34.68,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
641,Kokoda,PG,85.39,overcast clouds,-8.8785,147.7407,Daito Guest House
642,Corowa,AU,62.78,overcast clouds,-36.0333,146.3833,Statesman Motor Inn
643,Port Hedland,AU,86.05,broken clouds,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
644,Santa Ana,US,69.64,overcast clouds,33.7456,-117.8678,"Motel 6 Santa Ana, CA"
647,La Orilla,MX,78.55,broken clouds,17.9833,-102.2333,Baymont by Wyndham Lazaro Cardenas
648,Agadir,MA,63.05,broken clouds,30.4202,-9.5982,Iberostar Founty Beach
650,Tigzirt,DZ,45.45,few clouds,36.8886,4.1198,Bloc D tazoumbirt (amar)
651,Dodge City,US,65.7,clear sky,37.7528,-100.0171,Windsor Inn & Suites
652,Bistra,RO,32.9,light snow,46.3833,23.1,Hanul Moților
653,Dakar,SN,68.13,scattered clouds,14.6937,-17.4441,Novotel Dakar
654,Praia,CV,68.54,few clouds,14.9215,-23.5087,LT Aparthotel
655,Gawler,AU,72.46,few clouds,-34.6,138.7333,Eagle Foundry Bed & Breakfast
656,Millbrook,US,66.27,clear sky,32.4799,-86.3619,Courtyard by Marriott Montgomery Prattville
660,Socol,RO,38.17,overcast clouds,44.8608,21.3703,Laguna Guesthouse
661,Bairiki,KI,86.0,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
662,Diamantino,BR,70.47,scattered clouds,-14.4086,-56.4461,Hotel Delta
663,Bull Savanna,JM,75.31,broken clouds,17.8868,-77.5902,Big Red's
665,Mendi,PG,65.07,overcast clouds,-6.1761,143.6513,Kiburu Lodge
667,Nago,JP,63.45,light rain,26.5881,127.9761,Hotel Yugaf Inn Okinawa
